# YYYY MM DD  Total  North  South
# Time base:   1
# Time unit:   d
# Point count: 51728
# ./cyclasar filter 0 0.001 10 sar-1880-2021.tsv filtered-sar-1880-2021.tsv
t/a	At/µhsp
1958.119140625	3352.500346917
1958.121948242	3352.598890848
1958.124633789	3352.691819545
1958.127441406	3352.779865429
1958.130126953	3352.862051938
1958.132934570	3352.938134932
1958.135620117	3353.009335113
1958.138305664	3353.074675919
1958.141113281	3353.135133913
1958.143798828	3353.190220812
1958.146606445	3353.238471775
1958.149291992	3353.281839925
1958.152099609	3353.320081121
1958.154785156	3353.352462943
1958.157592773	3353.379717812
1958.160278320	3353.401113305
1958.162963867	3353.417625987
1958.165771484	3353.428279293
1958.168457031	3353.433317364
1958.171264648	3353.432984342
1958.173950195	3353.427280227
1958.176757812	3353.416449158
1958.179443359	3353.399270433
1958.182250977	3353.377208895
1958.184936523	3353.349532123
1958.187622070	3353.316484257
1958.190429688	3353.278065298
1958.193115234	3353.234275244
1958.195922852	3353.185114097
1958.198608398	3353.130825997
1958.201416016	3353.070922663
1958.204101562	3353.005404094
1958.206909180	3352.934270291
1958.209594727	3352.858253675
1958.212280273	3352.776865965
1958.215087891	3352.689130600
1958.217773438	3352.597244843
1958.220581055	3352.499255571
1958.223266602	3352.396139346
1958.226074219	3352.287652027
1958.228759766	3352.173549474
1958.231567383	3352.054564108
1958.234252930	3351.930207649
1958.236938477	3351.799503533
1958.239746094	3351.664160745
1958.242431641	3351.524179286
1958.245239258	3351.378094311
1958.247924805	3351.226394101
1958.250732422	3351.069322798
1958.253417969	3350.907612823
1958.256103516	3350.740531754
1958.258911133	3350.567591310
1958.261596680	3350.389768054
1958.264404297	3350.206329563
1958.267089844	3350.017764119
1958.269897461	3349.823827581
1958.272583008	3349.624519950
1958.275390625	3349.420085365
1958.278076172	3349.210523828
1958.280761719	3348.995835337
1958.283569336	3348.774799190
1958.286254883	3348.548636090
1958.289062500	3348.318078458
1958.291748047	3348.082393874
1958.294555664	3347.840605774
1958.297241211	3347.593690721
1958.300048828	3347.341404574
1958.302734375	3347.083747333
1958.305419922	3346.821939701
1958.308227539	3346.553051992
1958.310913086	3346.280013892
1958.313720703	3346.002092979
1958.316406250	3345.718068551
1958.319213867	3345.429649591
1958.321899414	3345.135127116
1958.324707031	3344.835965969
1958.327392578	3344.531677869
1958.330078125	3344.221042113
1958.332885742	3343.906255966
1958.335571289	3343.585854584
1958.338378906	3343.260570390
1958.341064453	3342.929426822
1958.343872070	3342.593156300
1958.346557617	3342.252491246
1958.349365234	3341.905966818
1958.352050781	3341.553338874
1958.354736328	3341.197292962
1958.357543945	3340.834655252
1958.360229492	3340.467378871
1958.363037109	3340.094975536
1958.365722656	3339.716956967
1958.368530273	3339.334543867
1958.371215820	3338.945783111
1958.374023438	3338.553360245
1958.376708984	3338.154101442
1958.379394531	3337.750448107
1958.382202148	3337.340935398
1958.384887695	3336.927516438
1958.387695312	3336.507749822
1958.390380859	3336.083588675
1958.393188477	3335.653568153
1958.395874023	3335.218664819
1958.398681641	3334.778634531
1958.401367188	3334.333233150
1958.404052734	3333.882948956
1958.406860352	3333.427537809
1958.409545898	3332.966267287
1958.412353516	3332.500358093
1958.415039062	3332.029566087
1958.417846680	3331.552670565
1958.420532227	3331.071380511
1958.423339844	3330.584231083
1958.426025391	3330.092687124
1958.428710938	3329.596016211
1958.431518555	3329.093241783
1958.434204102	3328.585828683
1958.437011719	3328.073532770
1958.439697266	3327.555865764
1958.442504883	3327.033315945
1958.445190430	3326.505395032
1958.447998047	3325.972103026
1958.450683594	3325.433928207
1958.453369141	3324.890626435
1958.456176758	3324.342197710
1958.458862305	3323.788397891
1958.461669922	3323.229471119
1958.464355469	3322.665417394
1958.467163086	3322.096236715
1958.469848633	3321.521684943
1958.472656250	3320.942250359
1958.475341797	3320.357688821
1958.478027344	3319.767756190
1958.480834961	3319.172696605
1958.483520508	3318.572998349
1958.486328125	3317.966952436
1958.489013672	3317.357488555
1958.491821289	3316.741677017
1958.494506836	3316.121226808
1958.497314453	3315.495893786
1958.500000000	3314.864457248
1958.502685547	3314.228382039
1958.505493164	3313.586691595
1958.508178711	3312.940850760
1958.510986328	3312.288662269
1958.513671875	3311.632323388
1958.516479492	3310.970857554
1958.519165039	3310.304020625
1958.521972656	3309.631568463
1958.524658203	3308.954477628
1958.527343750	3308.272015700
1958.530151367	3307.584670959
1958.532836914	3306.891955125
1958.535644531	3306.194600618
1958.538330078	3305.491630877
1958.541137695	3304.783290043
1958.543823242	3304.070310537
1958.546630859	3303.351959936
1958.549316406	3302.628482383
1958.552001953	3301.899877877
1958.554809570	3301.166878839
1958.557495117	3300.427043864
1958.560302734	3299.682814358
1958.562988281	3298.934434461
1958.565795898	3298.179706907
1958.568481445	3297.420340682
