# YYYY MM DD  Total  North  South
# Time base:   1
# Time unit:   d
# Point count: 51656
freq/1/d	|At|/µhsp
0.005110733	33.097705841
0.005130091	19.325250626
0.005149450	9.422754288
0.005168809	22.720687866
0.005188168	16.065273285
0.005207527	40.173309326
0.005226886	17.100250244
0.005246244	1.752384782
0.005265603	15.861487389
0.005284962	17.023345947
0.005304321	40.298652649
0.005323680	14.046480179
0.005343039	5.836684227
0.005362397	47.499729156
0.005381756	25.677974701
0.005401115	16.786762238
0.005420474	18.123817444
0.005439833	8.057712555
0.005459192	22.500396729
0.005478550	19.123142242
0.005497909	8.960473061
0.005517268	16.158969879
0.005536627	21.537015915
0.005555986	36.838436127
0.005575345	9.283815384
0.005594703	22.463275909
0.005614062	34.986579895
0.005633421	4.044957638
0.005652780	7.775428295
0.005672139	19.438594818
0.005691498	6.083342075
0.005710856	7.313623428
0.005730215	17.892251968
0.005749574	19.477912903
0.005768933	6.040478706
0.005788292	11.537283897
0.005807651	27.342554092
0.005827009	18.014739990
0.005846368	30.203430176
0.005865727	36.528991699
0.005885086	9.516290665
0.005904445	14.727638245
0.005923804	29.547451019
0.005943162	6.477097988
0.005962521	18.519460678
0.005981880	21.686264038
0.006001239	13.792134285
0.006020598	12.722486496
0.006039957	13.644203186
0.006059315	15.269183159
0.006078674	30.298360825
0.006098033	37.612754822
0.006117392	8.603513718
0.006136751	31.079259872
0.006156110	22.096166611
0.006175468	34.011386871
0.006194827	26.549840927
0.006214186	9.344014168
0.006233545	18.626258850
0.006252904	36.682777405
0.006272263	21.719514847
0.006291621	12.981214523
0.006310980	28.938682556
0.006330339	28.331769943
0.006349698	30.059005737
0.006369057	25.182998657
0.006388416	39.009628296
0.006407775	52.933170319
0.006427133	15.784272194
0.006446492	25.763946533
0.006465851	20.874816895
0.006485210	16.510770798
0.006504569	4.791263103
0.006523928	27.582660675
0.006543286	14.610789299
0.006562645	22.586885452
0.006582004	20.068487167
0.006601363	8.621600151
0.006620722	8.592845917
0.006640081	14.676964760
0.006659439	22.496057510
0.006678798	13.192845345
0.006698157	15.850606918
0.006717516	15.813694000
0.006736875	38.210964203
0.006756234	16.444061279
0.006775592	34.156051636
0.006794951	18.405910492
0.006814310	10.816193581
0.006833669	12.339628220
0.006853028	40.444747925
0.006872387	13.207950592
0.006891745	6.651479721
0.006911104	4.881138802
0.006930463	19.752079010
0.006949822	18.126766205
0.006969181	37.035278320
0.006988540	12.903934479
0.007007898	25.656053543
0.007027257	23.545261383
0.007046616	12.019313812
0.007065975	13.175343513
0.007085334	27.488426208
0.007104693	18.386940002
0.007124051	0.982719541
0.007143410	12.493425369
0.007162769	7.299398422
0.007182128	2.105188847
0.007201487	20.288776398
0.007220846	19.596944809
0.007240204	26.983518600
0.007259563	32.466789246
0.007278922	26.273750305
0.007298281	27.567123413
0.007317640	8.048906326
0.007336999	6.864907265
0.007356357	20.271612167
0.007375716	16.458522797
0.007395075	19.871980667
0.007414434	6.367820263
0.007433793	11.124505043
0.007453152	34.126976013
0.007472510	7.070098400
0.007491869	25.730415344
0.007511228	21.773508072
0.007530587	16.056598663
0.007549946	13.024571419
0.007569305	12.016180038
0.007588663	15.159794807
0.007608022	13.082777023
0.007627381	18.707504272
0.007646740	12.648494720
0.007666099	20.656791687
0.007685458	7.348318577
0.007704816	8.370991707
0.007724175	8.702065468
0.007743534	39.153911591
0.007762893	13.698860168
0.007782252	13.615484238
0.007801611	10.396065712
0.007820969	7.531148911
0.007840328	26.377277374
0.007859687	13.847329140
0.007879046	30.731298447
0.007898405	27.481012344
0.007917764	5.590697289
0.007937123	18.262702942
0.007956481	3.674616098
0.007975840	11.327656746
0.007995199	18.442287445
0.008014558	28.474325180
0.008033917	9.226006508
0.008053276	6.030170918
0.008072634	9.653372765
0.008091993	7.858485699
0.008111352	5.997004032
0.008130711	12.296510696
0.008150070	22.865257263
0.008169429	24.451812744
0.008188787	17.929136276
0.008208146	8.583822250
0.008227505	13.590692520
0.008246864	12.311559677
0.008266223	9.626151085
0.008285582	11.772684097
0.008304940	18.072458267
0.008324299	12.254945755
0.008343658	13.845343590
0.008363017	4.512034416
0.008382376	10.500285149
0.008401735	19.409997940
0.008421093	6.032482147
0.008440452	10.363158226
0.008459811	6.429822445
0.008479170	16.720561981
0.008498529	28.825708389
0.008517888	2.805398941
0.008537246	10.178711891
0.008556605	15.109248161
0.008575964	10.652977943
0.008595323	19.609842300
0.008614682	12.881330490
0.008634041	32.471469879
0.008653399	17.772979736
0.008672758	6.513677120
0.008692117	24.284326553
0.008711476	41.361396790
0.008730835	24.340343475
0.008750194	31.760097504
0.008769552	14.010379791
0.008788911	9.548575401
0.008808270	2.567347288
0.008827629	24.789623260
0.008846988	16.226779938
0.008866347	22.695905685
0.008885705	15.215551376
0.008905064	3.432502031
0.008924423	20.815132141
0.008943782	23.140424728
0.008963141	17.466222763
0.008982500	18.398580551
0.009001858	20.352962494
0.009021217	13.863629341
0.009040576	14.059357643
0.009059935	8.088535309
0.009079294	26.333597183
0.009098653	14.075570107
0.009118011	19.074304581
0.009137370	16.775609970
0.009156729	20.337961197
0.009176088	9.874645233
0.009195447	13.093232155
0.009214806	11.257637978
0.009234164	19.637859344
0.009253523	15.965062141
0.009272882	5.495944977
0.009292241	2.781860113
0.009311600	15.535764694
0.009330959	9.204459190
0.009350317	19.297643661
0.009369676	22.058509827
0.009389035	20.800756454
0.009408394	11.025567055
0.009427753	25.739208221
0.009447112	10.184101105
0.009466470	11.603980064
0.009485829	21.103427887
0.009505188	1.610770345
0.009524547	19.317417145
0.009543906	24.064979553
0.009563265	14.669735909
0.009582624	17.605197906
0.009601982	8.030989647
0.009621341	3.537185192
0.009640700	15.129876137
0.009660059	25.166057587
0.009679418	9.731141090
0.009698777	17.545783997
0.009718135	18.325851440
0.009737494	11.673896790
0.009756853	5.551266193
0.009776212	29.807104111
0.009795571	12.026775360
0.009814930	18.015693665
0.009834288	24.826347351
0.009853647	20.862281799
0.009873006	22.758825302
0.009892365	4.536403656
0.009911724	17.484535217
0.009931083	28.104932785
0.009950441	3.700213671
0.009969800	5.910531998
0.009989159	25.903110504
0.010008518	19.339803696
0.010027877	13.953369141
0.010047236	15.617988586
0.010066594	20.826009750
0.010085953	23.041318893
0.010105312	15.710749626
0.010124671	2.730368614
0.010144030	16.738721848
0.010163389	24.077785492
0.010182747	21.355241776
0.010202106	11.447360039
0.010221465	1.308997393
0.010240824	12.086692810
0.010260183	19.600927353
0.010279542	24.799524307
0.010298900	43.758052826
0.010318259	18.949295044
0.010337618	16.504615784
0.010356977	14.413381577
0.010376336	18.652006149
0.010395695	20.161619186
0.010415053	21.075450897
0.010434412	30.658035278
0.010453771	24.561601639
0.010473130	7.277979374
0.010492489	13.892807961
0.010511848	23.195400238
0.010531206	5.396440029
0.010550565	19.440172195
0.010569924	26.310197830
0.010589283	19.387302399
0.010608642	28.344373703
0.010628001	29.517730713
0.010647359	10.802693367
0.010666718	7.787650108
0.010686077	5.734395981
0.010705436	32.547252655
0.010724795	11.237519264
0.010744154	2.979430676
0.010763512	25.066631317
0.010782871	19.373205185
0.010802230	14.748420715
0.010821589	15.873815536
0.010840948	15.802669525
0.010860307	16.408920288
0.010879665	29.566562653
0.010899024	16.001642227
0.010918383	5.708917618
0.010937742	7.014228344
0.010957101	4.435602188
0.010976460	11.832755089
0.010995818	19.801214218
0.011015177	10.710077286
0.011034536	26.214113235
0.011053895	5.643014431
0.011073254	3.706990004
0.011092613	10.240628242
0.011111972	17.060850143
0.011131330	17.343986511
0.011150689	12.176855087
0.011170048	3.017065525
0.011189407	23.725534439
0.011208766	9.472862244
0.011228125	36.296634674
0.011247483	34.538162231
0.011266842	13.750883102
0.011286201	11.433281898
0.011305560	16.317378998
0.011324919	22.312400818
0.011344278	16.288505554
0.011363636	24.765974045
0.011382995	8.181962967
0.011402354	32.217895508
0.011421713	26.481931686
0.011441072	6.099891186
0.011460431	11.654004097
0.011479789	15.592652321
0.011499148	16.435543060
0.011518507	31.863685608
0.011537866	30.371358871
0.011557225	24.140348434
0.011576584	13.873941422
0.011595942	1.218283892
0.011615301	13.926027298
0.011634660	21.715085983
0.011654019	44.701194763
0.011673378	31.400993347
0.011692737	6.814280510
0.011712095	11.270997047
0.011731454	12.214414597
0.011750813	23.096893311
0.011770172	30.600044250
0.011789531	35.727455139
0.011808890	7.337181091
0.011828248	17.075368881
0.011847607	18.429420471
0.011866966	10.030813217
0.011886325	8.461133003
0.011905684	21.711950302
0.011925043	21.619354248
0.011944401	12.192992210
0.011963760	14.346830368
0.011983119	15.004006386
0.012002478	9.011105537
0.012021837	18.287872314
0.012041196	29.520511627
0.012060554	15.392292023
0.012079913	18.121477127
0.012099272	1.685083747
0.012118631	21.978826523
0.012137990	23.353710175
0.012157349	12.813097954
0.012176707	15.059662819
0.012196066	17.564329147
0.012215425	16.506839752
0.012234784	20.099060059
0.012254143	17.103546143
0.012273502	12.311244965
0.012292860	19.985141754
0.012312219	17.543121338
0.012331578	16.899269104
0.012350937	15.525466919
0.012370296	6.042569637
0.012389655	13.983131409
0.012409013	12.414576530
0.012428372	7.959856510
0.012447731	5.522015095
0.012467090	10.977386475
0.012486449	21.960025787
0.012505808	35.550662994
0.012525166	13.789525986
0.012544525	17.212921143
0.012563884	16.549627304
0.012583243	17.741334915
0.012602602	11.471394539
0.012621961	11.911558151
0.012641319	18.550981522
0.012660678	10.772159576
0.012680037	10.094789505
0.012699396	9.844306946
0.012718755	18.264028549
0.012738114	7.588612556
0.012757473	16.252225876
0.012776831	19.584373474
0.012796190	19.782270432
0.012815549	15.183068275
0.012834908	14.552341461
0.012854267	6.333614349
0.012873626	13.524638176
0.012892984	27.826171875
0.012912343	30.558708191
0.012931702	15.037550926
0.012951061	6.526003361
0.012970420	6.725526333
0.012989779	5.555999756
0.013009137	34.130302429
0.013028496	28.633918762
0.013047855	6.944849014
0.013067214	4.393985271
0.013086573	22.880622864
0.013105932	11.985829353
0.013125290	17.282997131
0.013144649	23.168937683
0.013164008	18.317167282
0.013183367	1.761411071
0.013202726	8.384151459
0.013222085	14.017906189
0.013241443	5.706407547
0.013260802	7.798405170
0.013280161	17.612684250
0.013299520	19.385429382
0.013318879	4.589081287
0.013338238	31.887851715
0.013357596	9.790232658
0.013376955	29.595985413
0.013396314	21.746316910
0.013415673	23.139644623
0.013435032	12.199873924
0.013454391	22.167551041
0.013473749	8.177839279
0.013493108	17.338090897
0.013512467	14.502696037
0.013531826	23.109300613
0.013551185	21.437992096
0.013570544	13.736310005
0.013589902	12.144719124
0.013609261	18.134592056
0.013628620	36.046321869
0.013647979	3.075165749
0.013667338	26.737718582
0.013686697	6.530379295
0.013706055	22.910758972
0.013725414	16.947765350
0.013744773	21.557086945
0.013764132	27.143444061
0.013783491	16.906215668
0.013802850	32.459407806
0.013822208	16.551433563
0.013841567	16.113925934
0.013860926	6.962729931
0.013880285	15.495537758
0.013899644	12.099242210
0.013919003	26.452581406
0.013938361	11.679408073
0.013957720	9.684723854
0.013977079	21.771478653
0.013996438	9.309502602
0.014015797	6.687410355
0.014035156	15.989769936
0.014054514	18.371694565
0.014073873	19.429317474
0.014093232	4.513579845
0.014112591	7.842898369
0.014131950	10.305814743
0.014151309	10.337905884
0.014170667	26.573543549
0.014190026	11.379110336
0.014209385	14.042448044
0.014228744	14.085735321
0.014248103	10.813667297
0.014267462	12.595019341
0.014286821	20.294378281
0.014306179	14.988451004
0.014325538	20.247940063
0.014344897	4.347495556
0.014364256	7.018367290
0.014383615	30.314096451
0.014402974	13.583415985
0.014422332	26.196165085
0.014441691	9.797369003
0.014461050	18.915117264
0.014480409	7.654986382
0.014499768	15.447249413
0.014519127	18.089488983
0.014538485	20.689987183
0.014557844	13.770226479
0.014577203	15.422929764
0.014596562	7.772902012
0.014615921	1.741178155
0.014635280	12.976500511
0.014654638	26.980190277
0.014673997	13.200486183
0.014693356	20.508750916
0.014712715	13.289156914
0.014732074	12.651135445
0.014751433	12.868834496
0.014770791	5.019005775
0.014790150	7.963408947
0.014809509	22.652566910
0.014828868	12.142683983
0.014848227	13.400977135
0.014867586	12.382993698
0.014886944	6.301532745
0.014906303	21.014759064
0.014925662	19.450424194
0.014945021	16.852117538
0.014964380	14.020703316
0.014983739	24.269973755
0.015003097	10.441840172
0.015022456	21.489234924
0.015041815	20.743591309
0.015061174	24.310665131
0.015080533	9.331019402
0.015099892	11.628993988
0.015119250	6.391652107
0.015138609	11.966542244
0.015157968	10.246438980
0.015177327	1.369655728
0.015196686	5.772142887
0.015216045	8.424590111
0.015235403	13.059738159
0.015254762	11.264214516
0.015274121	13.166988373
0.015293480	27.036308289
0.015312839	16.347288132
0.015332198	3.674017191
0.015351556	12.073072433
0.015370915	11.134679794
0.015390274	11.643292427
0.015409633	5.720689297
0.015428992	17.880313873
0.015448351	19.875726700
0.015467709	2.089564323
0.015487068	14.304699898
0.015506427	1.713652611
0.015525786	6.965681553
0.015545145	9.649189949
0.015564504	9.962051392
0.015583862	11.288019180
0.015603221	9.600859642
0.015622580	14.773674965
0.015641939	1.753471375
0.015661298	16.192405701
0.015680657	29.307399750
0.015700015	18.078887939
0.015719374	27.343801498
0.015738733	8.692332268
0.015758092	6.275772095
0.015777451	10.185015678
0.015796810	16.695640564
0.015816168	21.730319977
0.015835527	15.226683617
0.015854886	6.639751911
0.015874245	12.516764641
0.015893604	18.517728806
0.015912963	7.405103207
0.015932322	15.885729790
0.015951680	3.953595877
0.015971039	20.286848068
0.015990398	2.291729212
0.016009757	2.844890356
0.016029116	13.102835655
0.016048475	21.622646332
0.016067833	29.061458588
0.016087192	9.901745796
0.016106551	6.809709072
0.016125910	10.380118370
0.016145269	10.664314270
0.016164628	10.779876709
0.016183986	14.291738510
0.016203345	10.061532974
0.016222704	3.730396748
0.016242063	7.246486187
0.016261422	6.784770489
0.016280781	30.634048462
0.016300139	13.742596626
0.016319498	12.469084740
0.016338857	17.659269333
0.016358216	24.140392303
0.016377575	10.256474495
0.016396934	14.659163475
0.016416292	15.400778770
0.016435651	1.105998635
0.016455010	9.179036140
0.016474369	17.010046005
0.016493728	22.732921600
0.016513087	13.730151176
0.016532445	9.963418007
0.016551804	0.718055785
0.016571163	4.522559166
0.016590522	18.702419281
0.016609881	13.666629791
0.016629240	2.049143791
0.016648598	13.600537300
0.016667957	15.679042816
0.016687316	9.881034851
0.016706675	14.783628464
0.016726034	22.321893692
0.016745393	10.726787567
0.016764751	29.603006363
0.016784110	6.517769814
0.016803469	12.207426071
0.016822828	8.642687798
0.016842187	13.108245850
0.016861546	13.412505150
0.016880904	5.134397030
0.016900263	8.908958435
0.016919622	8.551980972
0.016938981	11.824838638
0.016958340	6.045863628
0.016977699	9.608887672
0.016997057	3.578877926
0.017016416	36.093830109
0.017035775	10.162589073
0.017055134	12.370718956
0.017074493	13.489418983
0.017093852	24.043111801
0.017113210	6.614850998
0.017132569	11.397083282
0.017151928	14.348928452
0.017171287	7.982666492
0.017190646	18.496391296
0.017210005	27.559881210
0.017229363	4.927227974
0.017248722	6.955682278
0.017268081	24.367092133
0.017287440	13.385700226
0.017306799	17.344257355
0.017326158	1.980813265
0.017345516	4.930290699
0.017364875	13.940799713
0.017384234	8.293624878
0.017403593	13.684914589
0.017422952	13.313926697
0.017442311	0.860477269
0.017461670	17.544397354
0.017481028	8.697744370
0.017500387	10.444329262
0.017519746	13.355343819
0.017539105	7.435470581
0.017558464	25.009254456
0.017577823	15.971810341
0.017597181	13.867547989
0.017616540	10.345716476
0.017635899	2.453965664
0.017655258	6.874049187
0.017674617	13.520083427
0.017693976	10.032454491
0.017713334	3.541285992
0.017732693	3.303901672
0.017752052	4.458039761
0.017771411	3.524548769
0.017790770	8.342516899
0.017810129	2.072764635
0.017829487	9.202266693
0.017848846	12.339571953
0.017868205	10.322368622
0.017887564	6.218689919
0.017906923	12.686878204
0.017926282	17.180034637
0.017945640	2.100205898
0.017964999	11.050216675
0.017984358	9.908926010
0.018003717	4.005106926
0.018023076	12.203133583
0.018042435	16.035686493
0.018061793	7.398293018
0.018081152	13.105533600
0.018100511	3.924610376
0.018119870	8.927939415
0.018139229	18.769229889
0.018158588	14.647779465
0.018177946	14.863530159
0.018197305	17.342556000
0.018216664	6.294830799
0.018236023	4.916296959
0.018255382	1.073413610
0.018274741	10.697568893
0.018294099	14.911060333
0.018313458	16.363832474
0.018332817	9.115268707
0.018352176	5.972457409
0.018371535	7.689133167
0.018390894	13.154011726
0.018410252	10.151936531
0.018429611	11.973920822
0.018448970	21.732538223
0.018468329	9.018924713
0.018487688	7.066453934
0.018507047	5.957221985
0.018526405	5.148556232
0.018545764	13.644824982
0.018565123	14.010643959
0.018584482	18.357576370
0.018603841	11.537249565
0.018623200	24.948688507
0.018642558	5.681795597
0.018661917	14.832788467
0.018681276	20.459499359
0.018700635	14.568417549
0.018719994	22.432643890
0.018739353	25.628400803
0.018758711	21.807031631
0.018778070	9.583907127
0.018797429	5.080065727
0.018816788	32.278472900
0.018836147	12.969778061
0.018855506	6.469679356
0.018874864	18.866159439
0.018894223	10.690462112
0.018913582	9.902523041
0.018932941	8.681514740
0.018952300	9.721437454
0.018971659	19.854240417
0.018991018	6.371679306
0.019010376	27.812145233
0.019029735	7.445057869
0.019049094	3.688709974
0.019068453	20.740356445
0.019087812	3.824541807
0.019107171	8.524046898
0.019126529	10.305475235
0.019145888	24.340532303
0.019165247	18.232284546
0.019184606	14.175917625
0.019203965	25.665132523
0.019223324	7.019258499
0.019242682	11.257156372
0.019262041	24.466236115
0.019281400	17.727575302
0.019300759	14.996466637
0.019320118	5.078302860
0.019339477	9.815619469
0.019358835	7.469038486
0.019378194	18.343227386
0.019397553	34.615112305
0.019416912	27.840282440
0.019436271	7.430113792
0.019455630	10.388049126
0.019474988	8.299596786
0.019494347	14.617080688
0.019513706	16.731689453
0.019533065	23.228267670
0.019552424	20.646102905
0.019571783	16.197084427
0.019591141	16.095787048
0.019610500	13.264209747
0.019629859	19.523803711
0.019649218	20.466424942
0.019668577	15.162613869
0.019687936	11.123841286
0.019707294	5.728397369
0.019726653	18.116792679
0.019746012	20.053768158
0.019765371	6.241230965
0.019784730	9.132117271
0.019804089	10.202310562
0.019823447	11.705123901
0.019842806	6.312520504
0.019862165	16.322128296
0.019881524	11.126288414
0.019900883	13.683225632
0.019920242	10.993133545
0.019939600	2.427541971
0.019958959	12.218467712
0.019978318	13.845261574
0.019997677	10.474480629
0.020017036	7.587247849
0.020036395	0.675555229
0.020055753	11.309677124
0.020075112	13.855441093
0.020094471	2.465365887
0.020113830	9.864766121
0.020133189	12.065407753
0.020152548	10.386883736
0.020171906	16.198316574
0.020191265	8.343986511
0.020210624	13.323996544
0.020229983	9.863575935
0.020249342	4.739768505
0.020268701	10.756959915
0.020288059	6.988241196
0.020307418	23.836490631
0.020326777	3.641722441
0.020346136	6.249415398
0.020365495	12.725621223
0.020384854	10.431847572
0.020404212	0.536720932
0.020423571	30.442687988
0.020442930	3.602324963
0.020462289	10.511959076
0.020481648	10.602580070
0.020501007	5.901792049
0.020520365	19.106924057
0.020539724	18.046054840
0.020559083	9.819499016
0.020578442	2.007618427
0.020597801	3.154917955
0.020617160	6.474133015
0.020636519	9.624716759
0.020655877	14.896569252
0.020675236	23.572303772
0.020694595	13.097837448
0.020713954	15.375928879
0.020733313	15.803147316
0.020752672	24.937028885
0.020772030	4.504028320
0.020791389	4.557443142
0.020810748	14.548947334
0.020830107	14.608401299
0.020849466	3.453321934
0.020868825	4.946150780
0.020888183	19.211742401
0.020907542	18.046255112
0.020926901	13.045304298
0.020946260	15.408488274
0.020965619	9.205355644
0.020984978	13.275172234
0.021004336	3.393772840
0.021023695	16.794881821
0.021043054	11.678283691
0.021062413	17.790008545
0.021081772	20.998750687
0.021101131	7.421848297
0.021120489	21.381460190
0.021139848	6.842043400
0.021159207	17.240827560
0.021178566	11.192628860
0.021197925	8.307726860
0.021217284	5.534839153
0.021236642	7.394740582
0.021256001	7.143991470
0.021275360	5.501217365
0.021294719	15.237382889
0.021314078	17.636665344
0.021333437	14.391911507
0.021352795	5.159749508
0.021372154	18.150489807
0.021391513	12.019305229
0.021410872	6.486034870
0.021430231	5.667572498
0.021449590	8.443919182
0.021468948	12.443155289
0.021488307	15.795595169
0.021507666	13.235693932
0.021527025	13.747654915
0.021546384	13.959712029
0.021565743	10.401044846
0.021585101	12.737363815
0.021604460	7.022129059
0.021623819	24.304391861
0.021643178	1.598519325
0.021662537	8.313636780
0.021681896	6.949297428
0.021701254	17.619295120
0.021720613	13.655988693
0.021739972	7.254481792
0.021759331	12.808970451
0.021778690	11.427007675
0.021798049	9.767089844
0.021817407	18.439888000
0.021836766	22.918775558
0.021856125	8.858523369
0.021875484	6.284703732
0.021894843	10.295360565
0.021914202	13.591812134
0.021933560	11.421289444
0.021952919	4.635138512
0.021972278	10.810193062
0.021991637	12.325240135
0.022010996	22.338949203
0.022030355	13.446658134
0.022049713	12.529025078
0.022069072	7.689117908
0.022088431	10.214809418
0.022107790	6.902458191
0.022127149	13.349875450
0.022146508	8.560760498
0.022165867	18.584188461
0.022185225	10.718934059
0.022204584	8.434686661
0.022223943	4.751666546
0.022243302	10.573933601
0.022262661	26.754339218
